price,bprice,bid_id,buyer_id,buyer_iid,sprice,ask_id,seller_id,seller_iid,round_id,round_iid,game_id,game_iid,time,randomized,keeps
101,101,27687,1628,7,101,27689,1617,2,1455,1,264,1,7,0,0
100,100,27693,1618,2,100,27697,1627,7,1455,1,264,1,15,0,0
100,100,27715,1624,5,100,27710,1625,6,1455,1,264,1,40,0,0
100,100,27716,1626,6,100,27717,1623,5,1455,1,264,1,45,0,0
100,100,27747,1620,3,100,27743,1621,4,1455,1,264,1,97,0,0
101,101,27784,1628,7,101,27785,1629,8,1457,2,264,1,10,0,0
90,90,27789,1634,10,90,27793,1621,4,1457,2,264,1,17,0,0
100,100,27794,1620,3,100,27797,1623,5,1457,2,264,1,22,0,0
109,109,27812,1624,5,109,27809,1633,10,1457,2,264,1,40,0,0
85,85,27813,1618,2,85,27819,1617,2,1457,2,264,1,49,0,0
100,100,27874,1626,6,100,27870,1625,6,1457,2,264,1,107,0,0
90,90,27912,1628,7,90,27917,1625,6,1459,3,264,1,14,0,0
90,90,27954,1620,3,90,27957,1621,4,1459,3,264,1,31,0,0
90,90,27970,1626,6,90,27973,1617,2,1459,3,264,1,40,0,0
95,95,28024,1618,2,95,28033,1627,7,1459,3,264,1,73,0,0
99,99,28074,1624,5,99,28063,1629,8,1459,3,264,1,107,0,0
86,86,28144,1628,7,86,28150,1621,4,1462,4,264,1,30,0,0
97,97,28168,1620,3,97,28177,1617,2,1462,4,264,1,45,0,0
85,85,28166,1626,6,85,28181,1623,5,1462,4,264,1,46,0,0
99,99,28240,1624,5,99,28230,1629,8,1462,4,264,1,70,0,0
90,90,28286,1634,10,90,28273,1625,6,1462,4,264,1,86,0,0
107,107,28352,1618,2,107,28351,1631,9,1462,4,264,1,127,0,0
90,90,28394,1624,5,90,28389,1625,6,1466,5,264,1,9,0,0
100,100,28397,1620,3,100,28400,1617,2,1466,5,264,1,14,0,0
95,95,28465,1618,2,95,28478,1621,4,1466,5,264,1,52,0,0
99,99,28613,1626,6,99,28603,1629,8,1466,5,264,1,98,0,0
99,99,28632,1628,7,99,28643,1627,7,1466,5,264,1,112,0,0
99,99,28714,1624,5,99,28711,1629,8,1470,6,264,1,9,0,0
95,95,28724,1618,2,95,28728,1621,4,1470,6,264,1,19,0,0
92,92,28718,1628,7,92,28729,1623,5,1470,6,264,1,19,0,0
90,90,28841,1634,10,90,28845,1617,2,1470,6,264,1,67,0,0
90,90,28904,1626,6,90,28895,1625,6,1470,6,264,1,87,0,0
95,95,29034,1618,2,95,29038,1617,2,1475,7,264,1,13,0,0
92,92,29045,1628,7,92,29056,1623,5,1475,7,264,1,23,0,0
97,97,29067,1620,3,97,29069,1627,7,1475,7,264,1,29,0,0
98,98,29155,1624,5,98,29142,1621,4,1475,7,264,1,59,0,0
90,90,29254,1634,10,90,29266,1625,6,1475,7,264,1,99,0,0
99,99,29325,1626,6,99,29314,1629,8,1475,7,264,1,127,0,0
90,90,29420,1618,2,90,29409,1625,6,1480,8,264,1,36,0,0
97,97,29437,1620,3,97,29455,1627,7,1480,8,264,1,48,0,0
90,90,29448,1624,5,90,29457,1617,2,1480,8,264,1,49,0,0
89,89,29446,1628,7,89,29459,1621,4,1480,8,264,1,50,0,0
91,91,29591,1626,6,91,29601,1623,5,1480,8,264,1,94,0,0
98,98,29701,1628,7,98,29691,1623,5,1485,9,264,1,8,0,0
97,97,29715,1624,5,97,29709,1625,6,1485,9,264,1,17,0,0
90,90,29719,1618,2,90,29723,1621,4,1485,9,264,1,24,0,0
95,95,29750,1620,3,95,29769,1617,2,1485,9,264,1,43,0,0
95,95,29955,1626,6,95,29968,1627,7,1485,9,264,1,108,0,0
98,98,30046,1628,7,98,30032,1621,4,1490,10,264,1,11,0,0
90,90,30088,1620,3,90,30102,1625,6,1490,10,264,1,39,0,0
94,94,30172,1618,2,94,30174,1617,2,1490,10,264,1,62,0,0
98,98,30265,1624,5,98,30254,1623,5,1490,10,264,1,93,0,0
94,94,30310,1626,6,94,30317,1627,7,1490,10,264,1,111,0,0
70,70,27837,1646,3,70,27840,1643,2,1458,1,265,2,25,0,0
80,80,27854,1650,5,80,27858,1641,1,1458,1,265,2,43,0,0
80,80,27869,1652,6,80,27873,1647,4,1458,1,265,2,58,0,0
99,99,28019,1642,1,99,28010,1647,4,1461,2,265,2,21,0,0
80,80,28017,1658,9,80,28025,1641,1,1461,2,265,2,25,0,0
80,80,28028,1650,5,80,28042,1643,2,1461,2,265,2,36,0,0
90,90,28081,1646,3,90,28083,1651,6,1461,2,265,2,75,0,0
98,98,28109,1652,6,98,28116,1653,7,1461,2,265,2,110,0,0
80,80,28253,1650,5,80,28255,1643,2,1465,3,265,2,31,0,0
93,93,28260,1658,9,93,28254,1647,4,1465,3,265,2,32,0,0
88,88,28259,1646,3,88,28274,1641,1,1465,3,265,2,39,0,0
90,90,28293,1652,6,90,28300,1651,6,1465,3,265,2,51,0,0
79,79,28504,1650,5,79,28520,1643,2,1469,4,265,2,30,0,0
99,99,28552,1652,6,99,28540,1653,7,1469,4,265,2,40,0,0
80,80,28548,1642,1,80,28555,1641,1,1469,4,265,2,41,0,0
91,91,28573,1658,9,91,28587,1651,6,1469,4,265,2,52,0,0
90,90,28640,1646,3,90,28663,1647,4,1469,4,265,2,82,0,0
100,100,28843,1642,1,100,28832,1647,4,1473,5,265,2,27,0,0
88,88,28866,1646,3,88,28878,1643,2,1473,5,265,2,36,0,0
80,80,28936,1652,6,80,28939,1641,1,1473,5,265,2,62,0,0
93,93,29008,1650,5,93,28996,1651,6,1473,5,265,2,97,0,0
88,88,29102,1646,3,88,29125,1641,1,1478,6,265,2,14,0,0
80,80,29117,1658,9,80,29127,1643,2,1478,6,265,2,15,0,0
113,113,29153,1642,1,113,29123,1651,6,1478,6,265,2,22,0,0
92,92,29288,1650,5,92,29272,1647,4,1478,6,265,2,73,0,0
103,103,29352,1652,6,103,29339,1653,7,1478,6,265,2,107,0,0
80,80,29458,1650,5,80,29470,1643,2,1483,7,265,2,21,0,0
108,108,29510,1642,1,108,29503,1659,10,1483,7,265,2,34,0,0
88,88,29523,1646,3,88,29548,1641,1,1483,7,265,2,45,0,0
90,90,29664,1652,6,90,29659,1647,4,1483,7,265,2,93,0,0
90,90,29760,1658,9,90,29774,1643,2,1487,8,265,2,14,0,0
90,90,29799,1642,1,90,29818,1641,1,1487,8,265,2,27,0,0
98,98,29869,1646,3,98,29893,1653,7,1487,8,265,2,49,0,0
91,91,29888,1652,6,91,29894,1647,4,1487,8,265,2,49,0,0
92,92,29944,1650,5,92,29956,1651,6,1487,8,265,2,70,0,0
90,90,30143,1642,1,90,30162,1641,1,1492,9,265,2,27,0,0
88,88,30145,1650,5,88,30163,1643,2,1492,9,265,2,28,0,0
92,92,30292,1658,9,92,30301,1651,6,1492,9,265,2,71,0,0
94,94,30306,1652,6,94,30295,1653,7,1492,9,265,2,75,0,0
92,92,30344,1646,3,92,30347,1647,4,1492,9,265,2,98,0,0
109,109,30498,1642,1,109,30497,1651,6,1496,10,265,2,43,0,0
90,90,30527,1652,6,90,30536,1641,1,1496,10,265,2,57,0,0
92,92,30612,1658,9,92,30614,1647,4,1496,10,265,2,101,0,0
98,98,30639,1646,3,98,30640,1653,7,1496,10,265,2,116,0,0
90,90,27938,1682,8,90,27924,1669,2,1460,1,266,3,11,0,0
85,85,27936,1672,3,85,27958,1675,5,1460,1,266,3,19,0,0
88,88,27963,1676,5,88,27961,1673,4,1460,1,266,3,20,0,0
85,85,27955,1674,4,85,27966,1667,1,1460,1,266,3,23,0,0
110,110,27971,1668,1,110,27960,1681,8,1460,1,266,3,26,0,0
90,90,28006,1670,2,90,28021,1677,6,1460,1,266,3,51,0,0
100,100,28035,1680,7,100,28038,1679,7,1460,1,266,3,62,0,0
108,108,28154,1680,7,108,28155,1673,4,1463,2,266,3,17,0,0
100,100,28170,1668,1,100,28178,1675,5,1463,2,266,3,28,0,0
82,82,28162,1682,8,82,28180,1667,1,1463,2,266,3,28,0,0
75,75,28235,1674,4,75,28244,1669,2,1463,2,266,3,54,0,0
90,90,28314,1676,5,90,28317,1677,6,1463,2,266,3,86,0,0
100,100,28365,1670,2,100,28368,1681,8,1463,2,266,3,118,0,0
98,98,28418,1672,3,98,28429,1677,6,1467,3,266,3,12,0,0
90,90,28449,1668,1,90,28477,1667,1,1467,3,266,3,35,0,0
90,90,28499,1670,2,90,28510,1673,4,1467,3,266,3,46,0,0
100,100,28590,1680,7,100,28585,1675,5,1467,3,266,3,74,0,0
95,95,28660,1676,5,95,28665,1669,2,1467,3,266,3,104,0,0
100,100,28754,1680,7,100,28745,1679,7,1471,4,266,3,11,0,0
95,95,28782,1668,1,95,28767,1673,4,1471,4,266,3,26,0,0
99,99,28836,1682,8,99,28798,1669,2,1471,4,266,3,46,0,0
96,96,28817,1672,3,96,28837,1667,1,1471,4,266,3,46,0,0
91,91,28891,1670,2,91,28897,1677,6,1471,4,266,3,65,0,0
95,95,29009,1676,5,95,29010,1675,5,1471,4,266,3,120,0,0
95,95,29074,1668,1,95,29088,1667,1,1476,5,266,3,17,0,0
91,91,29070,1682,8,91,29089,1677,6,1476,5,266,3,17,0,0
99,99,29134,1680,7,99,29121,1669,2,1476,5,266,3,33,0,0
93,93,29171,1672,3,93,29182,1673,4,1476,5,266,3,49,0,0
95,95,29201,1676,5,95,29205,1675,5,1476,5,266,3,55,0,0
95,95,29333,1670,2,95,29337,1679,7,1476,5,266,3,115,0,0
120,120,29366,1674,4,120,29347,1685,10,1476,5,266,3,132,0,0
94,94,29402,1668,1,94,29396,1673,4,1481,6,266,3,9,0,0
94,94,29410,1682,8,94,29421,1677,6,1481,6,266,3,17,0,0
94,94,29496,1672,3,94,29506,1667,1,1481,6,266,3,48,0,0
