player_id,player_iid,game_id,game_iid,rprice,side,iddle,total_payoff
1200,1,243,1,63,Seller,0,310
1201,1,243,1,138,Buyer,0,38
1202,2,243,1,68,Seller,1,0
1203,2,243,1,133,Buyer,1,0
1204,3,243,1,73,Seller,0,207
1205,3,243,1,128,Buyer,0,279
1206,4,243,1,78,Seller,0,179
1207,4,243,1,123,Buyer,1,0
1208,5,243,1,83,Seller,0,98
1209,5,243,1,118,Buyer,0,196
1210,6,243,1,88,Seller,1,0
1211,6,243,1,113,Buyer,0,150
1212,7,243,1,93,Seller,0,73
1213,7,243,1,108,Buyer,0,80
1214,8,243,1,98,Seller,1,0
1215,8,243,1,103,Buyer,0,55
1216,9,243,1,103,Seller,0,0
1217,1,244,2,63,Seller,0,0
1218,1,244,2,138,Buyer,1,0
1219,2,244,2,68,Seller,0,125
1220,2,244,2,133,Buyer,0,242
1221,3,244,2,73,Seller,0,217
1222,3,244,2,128,Buyer,0,0
1223,4,244,2,78,Seller,0,137
1224,4,244,2,123,Buyer,0,271
1225,5,244,2,83,Seller,1,0
1226,5,244,2,118,Buyer,1,0
1227,6,244,2,88,Seller,0,38
1228,6,244,2,113,Buyer,0,0
1229,7,244,2,93,Seller,1,0
1230,7,244,2,108,Buyer,0,121
1231,8,244,2,98,Seller,0,0
1232,8,244,2,103,Buyer,1,0
1233,9,244,2,103,Seller,0,0
1234,9,244,2,98,Buyer,0,0
1235,10,244,2,108,Seller,1,0
1236,10,244,2,93,Buyer,0,34
1237,1,245,3,63,Seller,1,0
1238,1,245,3,138,Buyer,0,145
1239,2,245,3,68,Seller,0,221
1240,2,245,3,133,Buyer,0,216
1241,3,245,3,73,Seller,1,0
1242,3,245,3,128,Buyer,1,0
1243,4,245,3,78,Seller,0,348
1244,4,245,3,123,Buyer,1,0
1245,5,245,3,83,Seller,0,128
1246,5,245,3,118,Buyer,0,156
1247,6,245,3,88,Seller,1,0
1248,6,245,3,113,Buyer,0,99
1249,7,245,3,93,Seller,1,0
1250,7,245,3,108,Buyer,1,0
1251,8,245,3,98,Seller,0,0
1252,8,245,3,103,Buyer,0,51
1253,9,245,3,103,Seller,1,0
1254,9,245,3,98,Buyer,1,0
1255,10,245,3,108,Seller,0,41
1256,10,245,3,93,Buyer,0,0
1257,1,246,4,63,Seller,1,0
1258,1,246,4,138,Buyer,0,75
1259,2,246,4,68,Seller,1,0
1260,2,246,4,133,Buyer,0,120
1261,3,246,4,73,Seller,0,338
1262,3,246,4,128,Buyer,0,0
1263,4,246,4,78,Seller,1,0
1264,4,246,4,123,Buyer,0,131
1265,5,246,4,83,Seller,1,0
1266,5,246,4,118,Buyer,0,69
1267,6,246,4,88,Seller,1,0
1268,6,246,4,113,Buyer,0,0
1269,7,246,4,93,Seller,0,165
1270,7,246,4,108,Buyer,0,0
1271,8,246,4,98,Seller,1,0
1272,8,246,4,103,Buyer,0,0
1273,9,246,4,103,Seller,0,42
1274,9,246,4,98,Buyer,0,0
1275,10,246,4,108,Seller,1,0
1276,10,246,4,93,Buyer,0,0
1277,1,247,5,63,Seller,0,262
1278,1,247,5,138,Buyer,0,48
1279,2,247,5,68,Seller,0,107
1280,2,247,5,133,Buyer,0,216
1281,3,247,5,73,Seller,0,112
1282,3,247,5,128,Buyer,1,0
1283,4,247,5,78,Seller,1,0
1284,4,247,5,123,Buyer,0,264
1285,5,247,5,83,Seller,0,24
1286,5,247,5,118,Buyer,1,0
1287,6,247,5,88,Seller,0,10
1288,6,247,5,113,Buyer,1,0
1289,7,247,5,93,Seller,0,0
1290,7,247,5,108,Buyer,0,56
1291,8,247,5,98,Seller,0,4
1292,8,247,5,103,Buyer,0,39
1293,9,247,5,103,Seller,0,27
1294,9,247,5,98,Buyer,0,58
1295,10,247,5,108,Seller,0,0
1296,10,247,5,93,Buyer,0,43
